Órgão,Cod. Solicitação Aquisição,Razão Social,Num. CPF/CNPJ,Qtd. Itens Adquiridos,Valor Total (R$),Objeto da Licitação,Item Solicitação Aquisição (Valor Unitário Adjudicado),Item Solicitação Aquisição (Qtde Item) * Item Solicitação Aquisição (Valor Unitário Adjudicado) *  CASE  WHEN Item Solicitação Aquisição (Qtde Periodo Contrato) >,Data da Solicitação
SEDUC,76472,CESAR CONTAINERS E EQUIPAMENTOS LTDA,8404654000192,16,1859200,1º TERMO ADITIVO AO CONTRATO Nº 125/2019. PARTES: SEDUC / CESAR CONTAINERS E EQUIPAMENTOS EIRELI.,116200,1859200,2020-07-07
SEDUC,76481,MJ RIBEIRO - COMERCIAL CENTRO SUL LTDA - ME,22901297000107,1,"281027,86","CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DO CE ALCÂNTARA DE CARVALHO, NO MUNICÍPIO DE JATAÍ-GO","281027,86","281027,86",2020-07-07
SEDUC,76481,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DO CE ALCÂNTARA DE CARVALHO, NO MUNICÍPIO DE JATAÍ-GO",0,0,2020-07-07
SEDUC,76488,NAO INFORMADO,0,1,0,"PRESTAÇÃO DE SERVIÇO DE ABASTECIMENTO DE ÁGUA TRATADA E COLETA/TRATAMENTO DE ESGOTO SANITÁRIO, VISANDO ATENDER A UNIDADE ESCOLAR: ESCOLA ESTADUAL ÁGUA QUENTE.",0,0,2020-07-08
SEDUC,76503,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE REFORMA E IMPLANTAÇÃO DE PÁTIO MULTIUSO E REFORMA GERAL DO CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSORA MARIA CARMELITA MACEDO CORREIA, NO MUNICÍPIO DE CERES-GO,",0,0,2020-07-10
SEDUC,76514,ENENGE ENGENHARIA LTDA,7527227000139,1,"340410,55",2º TERMO ADITIVO AO CONTRATO Nº 095/2019. PARTES: SEDUC / ENENGE ENGENHARIA LTDA - EPP.,"340410,55","340410,55",2020-07-10
SEDUC,76539,S-3 COMÉRCIO E SERVIÇOS - EIRELI-ME,18132617000126,1,0,1º TERMO ADITIVO AO CONTRATO Nº 102/2019. PARTES: SEDUC / S3 COMÉRCIO E SERVIÇOS EIRELI - ME.,0,0,2020-07-15
SEDUC,76540,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA CONSTRUÇÃO DE NOVA ESCOLA PADRÃO SÉCULO XXI - REV. 2015/2017, NA ESCOLA ESTADUAL PROFESSORA ZUZU NO MUNICÍPIO DE CATALÃO/GO.",0,0,2020-07-15
SEDUC,76543,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA CONSTRUÇÃO DE NOVA ESCOLA PADRÃO SÉCULO XXI - REV. 2015/2017, NA ESCOLA ESTADUAL PROFESSORA ZUZU NO MUNICÍPIO DE CATALÃO/GO.",0,0,2020-07-15
SEDUC,76547,GESY SARAIVA DE GOIÁS,34533426000122,3000,5310,"REGISTRO DE PREÇOS PARA EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS (CAFÉ, AÇÚCAR, ADOÇANTE), POR UM PERÍODO DE 12 (DOZE) MESES, MEDIANTE DEMANDA","1,77",5310,2020-07-15
SEDUC,76547,GESY SARAIVA DE GOIÁS,34533426000122,6000,59940,"REGISTRO DE PREÇOS PARA EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS (CAFÉ, AÇÚCAR, ADOÇANTE), POR UM PERÍODO DE 12 (DOZE) MESES, MEDIANTE DEMANDA","9,99",59940,2020-07-15
SEDUC,76547,NAO INFORMADO,0,15000,0,"REGISTRO DE PREÇOS PARA EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS (CAFÉ, AÇÚCAR, ADOÇANTE), POR UM PERÍODO DE 12 (DOZE) MESES, MEDIANTE DEMANDA",0,0,2020-07-15
SEDUC,76585,LUC CONSTRUTORA EIRELI,33364059000118,1,"127888,48","CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA REFORMA NO NÚCLEO DE TECNOLOGIA EDUCACIONAL, NO MUNICÍPIO DE GOIÂNIA-GO,","127888,48","127888,48",2020-07-17
SEDUC,76585,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA REFORMA NO NÚCLEO DE TECNOLOGIA EDUCACIONAL, NO MUNICÍPIO DE GOIÂNIA-GO,",0,0,2020-07-17
SEDUC,76588,ENENGE ENGENHARIA LTDA,7527227000139,1,"7901,44",PRIMEIRO TERMO ADITIVO AO CONTRATO 114/2018 FIRMADO ENTRE A SEDUC E A EMPRESA ENENGE ENGENHARIA LTDA -EPP.,"7901,44","7901,44",2020-07-20
SEDUC,76614,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA CONCLUSÃO DE CONSTRUÇÃO DO COLÉGIO ESTADUAL RESIDENCIAL SÃO PEDRO, NO MUNICÍPIO DE GOIANIRA-GO,",0,0,2020-07-22
SEDUC,76629,-,11535502000133,1,"168409,88","2º TERMO ADITIVO AO CONTRATO Nº 122/2018. PARTES: SEDUC / TORRE ENGENHARIA EIRELI - ME,","168409,88","168409,88",2020-07-23
SEDUC,76639,"CIECON- CONSULTORIA, ENGENHARIA E CONSTRUÇÕES LTDA",4816853000157,1,0,"2º TERMO ADITIVO AO CONTRATO Nº 219/2018. PARTES: SEDUC / CIECON CONSULTORIA, ENGENHARIA E CONSTRUÇÕES LTDA.",0,0,2020-07-24
SEDUC,76653,TOTAL VIGILÂNCIA E SEGURANÇA LTDA,6088000000171,1,"10821515,4",2º TERMO ADITIVO AO CONTRATO Nº 186/2017. PARTES: SEDUC / TOTAL VIGILÂNCIA E SEGURANÇA LTDA.,"10821515,4","10821515,4",2020-07-27
SEDUC,76665,BRASIL TELECOM S/A,76535764000143,1,"394903,69",1º TERMO ADITIVO AO CONTRATO Nº 189/2017. PARTES: SEDUC / OI S.A.,"394903,69","394903,69",2020-07-28
SEDUC,76728,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DO CECJ RUI BARBOSA, NO MUNICÍPIO DE NERÓPOLIS - GO",0,0,2020-07-31
SEDUC,76736,ARTEMIS CONSTRUTORA EIRELI - EPP,19416581000175,1,0,3º TERMO ADITIVO AO CONTRATO Nº 237/2017. PARTES: SEDUC / ARTEMIS CONSTRUTORA EIRELI - EPP.,0,0,2020-08-03
SEDUC,76753,NAO INFORMADO,0,1,0,CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA REFORMA NO COLÉGIO ESTADUAL ANTÔNIA CHAVES DAS DORES (DONA NICA) NO MUNICÍPIO DE NOVO GAMA/GO.,0,0,2020-08-04
SEDUC,76756,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA CONCLUSÃO DE CONSTRUÇÃO NO COLÉGIO ESTADUAL CÂNDIDO DE QUEIROZ, NO MUNICÍPIO DE APARECIDA DE GOIÂNIA-GO.",0,0,2020-08-04
SEDUC,76782,MAIOR CONSTRUÇÕES E REFORMAS EIRELI - EPP,20992104000137,1,0,2º TERMO ADITIVO AO CONTRATO Nº 139/2018. PARTES: SEDUC / MAIOR CONSTRUÇÕES E REFORMAS EIRELI - EPP.,0,0,2020-08-06
SEDUC,76801,COMERCIO E SERVIÇOS LEV LTDA,30148905000174,132500,901000,"AQUISIÇÃO DE 530.000 (QUINHENTOS E TRINTA MIL) KITS DE UTENSÍLIOS DE MERENDA, NO PERÍODO DE 12 (DOZE) MESES E CONSEQUENTEMENTE ATENDER ÀS NECESSIDADES DAS UNIDADES EDUCACIONAIS RELACIONADAS A PASTA","6,8",901000,2020-08-10
SEDUC,76801,GESY SARAIVA DE GOIÁS,34533426000122,132500,467725,"AQUISIÇÃO DE 530.000 (QUINHENTOS E TRINTA MIL) KITS DE UTENSÍLIOS DE MERENDA, NO PERÍODO DE 12 (DOZE) MESES E CONSEQUENTEMENTE ATENDER ÀS NECESSIDADES DAS UNIDADES EDUCACIONAIS RELACIONADAS A PASTA","3,53",467725,2020-08-10
SEDUC,76801,GESY SARAIVA DE GOIÁS,34533426000122,397500,2842125,"AQUISIÇÃO DE 530.000 (QUINHENTOS E TRINTA MIL) KITS DE UTENSÍLIOS DE MERENDA, NO PERÍODO DE 12 (DOZE) MESES E CONSEQUENTEMENTE ATENDER ÀS NECESSIDADES DAS UNIDADES EDUCACIONAIS RELACIONADAS A PASTA","7,15",2842125,2020-08-10
SEDUC,76801,NAO INFORMADO,0,2172800,0,"AQUISIÇÃO DE 530.000 (QUINHENTOS E TRINTA MIL) KITS DE UTENSÍLIOS DE MERENDA, NO PERÍODO DE 12 (DOZE) MESES E CONSEQUENTEMENTE ATENDER ÀS NECESSIDADES DAS UNIDADES EDUCACIONAIS RELACIONADAS A PASTA",0,0,2020-08-10
SEDUC,76801,POLO ATACADISTA EIRELI ME,36312381000191,530000,450500,"AQUISIÇÃO DE 530.000 (QUINHENTOS E TRINTA MIL) KITS DE UTENSÍLIOS DE MERENDA, NO PERÍODO DE 12 (DOZE) MESES E CONSEQUENTEMENTE ATENDER ÀS NECESSIDADES DAS UNIDADES EDUCACIONAIS RELACIONADAS A PASTA","0,85",450500,2020-08-10
SEDUC,76801,POLO ATACADISTA EIRELI ME,36312381000191,530000,455800,"AQUISIÇÃO DE 530.000 (QUINHENTOS E TRINTA MIL) KITS DE UTENSÍLIOS DE MERENDA, NO PERÍODO DE 12 (DOZE) MESES E CONSEQUENTEMENTE ATENDER ÀS NECESSIDADES DAS UNIDADES EDUCACIONAIS RELACIONADAS A PASTA","0,86",455800,2020-08-10
SEDUC,76801,POLO ATACADISTA EIRELI ME,36312381000191,52800,72336,"AQUISIÇÃO DE 530.000 (QUINHENTOS E TRINTA MIL) KITS DE UTENSÍLIOS DE MERENDA, NO PERÍODO DE 12 (DOZE) MESES E CONSEQUENTEMENTE ATENDER ÀS NECESSIDADES DAS UNIDADES EDUCACIONAIS RELACIONADAS A PASTA","1,37",72336,2020-08-10
SEDUC,76801,RM COMERCIO E SERVIÇOS LTDA - EPP,2084021000168,397500,1450875,"AQUISIÇÃO DE 530.000 (QUINHENTOS E TRINTA MIL) KITS DE UTENSÍLIOS DE MERENDA, NO PERÍODO DE 12 (DOZE) MESES E CONSEQUENTEMENTE ATENDER ÀS NECESSIDADES DAS UNIDADES EDUCACIONAIS RELACIONADAS A PASTA","3,65",1450875,2020-08-10
SEDUC,76831,DIMIRANDA CONSTRUTORA EIRELI - ME,22156631000137,1,"24696,14",2º TERMO DE APOSTILAMENTO AO CONTRATO Nº 287/2017. PARTES: SEDUC / DIMIRANDA CONSTRUTORA EIRELI - ME.,"24696,14","24696,14",2020-08-11
SEDUC,76838,NAO INFORMADO,0,2,0,"AQUISIÇÃO DE UTENSÍLIOS E EQUIPAMENTOS PARA COZINHA ESCOLAR, PARA ATENDER AS NECESSIDADES EMERGENCIAIS DAS UNIDADES ESCOLARES, JURISDICIONADOS A SECRETARIA DE ESTADO DA EDUCAÇÃO DO ESTADO DE GOIÁS/SEDUC.",0,0,2020-08-12
SEDUC,76859,-,11008990000120,1,42000,9º TERMO ADITIVO AO CONTRATO Nº 220/2009. TAXA DE CONDOMÍNIO.,42000,42000,2020-08-13
SEDUC,76867,NP EVENTOS E SERVIÇOS LTDA,7797967000195,1,7990,4º TERMO ADITIVO AO CONTRATO Nº 186/2016. PARTES: SEDUC / NP CAPACITAÇÃO E SOLUÇÕES TECNOLÓGICAS LTDA.,7990,7990,2020-08-13
SEDUC,77003,NAO INFORMADO,0,2,0,DESPESA REFERENTE A DESCENTRALIZAÇÃO ORÇAMENTÁRIA.,0,0,2020-08-24
SEDUC,77026,NAO INFORMADO,0,1,0,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAR SERVIÇOS DE CONSTRUÇÃO CIVIL REFORMA E AMPLIAÇÃO DO : COLÉGIO ESTADUAL JOAQUIM DE SOUZA FAGUNDES NO MUNICÍPIO TERESINA DE GOIÁS - GO,0,0,2020-08-26
SEDUC,77066,WE CONSTRUTORA ELEVADORES E SERVIÇOS EIRELI,27712950000103,1,"238127,48",1º TERMO ADITIVO AO CONTRATO Nº 008/2020. PARTES: SEDUC / WE CONSTRUTORA ELEVADORES E SERVIÇOS EIRELI.,"238127,48","238127,48",2020-08-27
SEDUC,77072,-,89556712100,1,"216827,67",1º TERMO ADITIVO AO CONTRATO Nº 207/2018. PARTES: SEDUC / FLÁVIA RESENDE,"216827,67","216827,67",2020-08-28
SEDUC,77109,VW LIMA INFRA E CONSTRUÇÕES EIRELI,35093922000175,1,"824443,55","CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DO COLÉGIO ESTADUAL DELFINO OCLÉCIO MACHADO, NO MUNICÍPIO DE LUZIÂNIA-GO.","824443,55","824443,55",2020-09-01
SEDUC,77150,-,9530428000110,1,"3442,11",2º TERMO ADITIVO AO CONTRATO Nº 037/2018. PARTES: SEDUC / FORTAL ENGENHARIA LTDA.,"3442,11","3442,11",2020-09-03
SEDUC,77156,NAO INFORMADO,0,1,0,REFORMA E AMPLIAÇÃO DA ESCOLA ESTADUAL ISRAEL AMORIM NO MUNICÍPIO  IPORÁ-GO.,0,0,2020-09-04
SEDUC,77169,TEMA CONSTRUTORA E TERRAPLANAGEM LTDA,2553736000112,1,0,2º TERMO ADITIVO AO CONTRATO Nº 123/2018. PARTES: SEDUC / TEMA CONSTRUTORA E TERRAPLANAGEM LTDA - EPP.,0,0,2020-09-06
SEDUC,77210,ENENGE ENGENHARIA LTDA,7527227000139,1,"58645,29",1º TERMO ADITIVO AO CONTRATO Nº 095/2019. PARTES: SEDUC / ENENGE ENGENHARIA LTDA - EPP.,"58645,29","58645,29",2020-09-10
SEDUC,77243,PROENG ENGENHARIA E CONSTRUCOES LTDA ME,6954297000100,1,"459078,5","CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA REFORMA E AMPLIAÇÃO DO CPMG SILVIO DE CASTRO RIBEIRO, MUNICÍPIO DE JARAGUÁ -GO","459078,5","459078,5",2020-09-15
SEDUC,77275,NAO INFORMADO,0,1,0,6º TERMO ADITIVO AO CONTRATO Nº 141/2015. PARTES: SEDUC / STAFF LOCAÇÃO E EVENTOS LTDA.,0,0,2020-09-16
SEDUC,77275,STAFF LOCAÇÕES E EVENTOS LTDA- EPP,4330451000148,1,"1947537,82",6º TERMO ADITIVO AO CONTRATO Nº 141/2015. PARTES: SEDUC / STAFF LOCAÇÃO E EVENTOS LTDA.,"1947537,82","1947537,82",2020-09-16
SEDUC,77292,COMPWIRE INFORMÁTICA S/A,1181242000272,1,9499,"AQUISIÇÃO DE SISTEMA DE ARMAZENAMENTO DE DADOS (STORAGE) PARA O DATA CENTER DA SECRETARIA DE ESTADO DA EDUCAÇÃO, POR MEIO DE ATA DE REGISTRO DE PREÇOS PE 36/2019 DO TRT-18",9499,9499,2020-09-17
SEDUC,77292,COMPWIRE INFORMÁTICA S/A,1181242000272,1,17999,"AQUISIÇÃO DE SISTEMA DE ARMAZENAMENTO DE DADOS (STORAGE) PARA O DATA CENTER DA SECRETARIA DE ESTADO DA EDUCAÇÃO, POR MEIO DE ATA DE REGISTRO DE PREÇOS PE 36/2019 DO TRT-18",17999,17999,2020-09-17
SEDUC,77292,COMPWIRE INFORMÁTICA S/A,1181242000272,2,"175199,82","AQUISIÇÃO DE SISTEMA DE ARMAZENAMENTO DE DADOS (STORAGE) PARA O DATA CENTER DA SECRETARIA DE ESTADO DA EDUCAÇÃO, POR MEIO DE ATA DE REGISTRO DE PREÇOS PE 36/2019 DO TRT-18","87599,91","175199,82",2020-09-17
SEDUC,77292,COMPWIRE INFORMÁTICA S/A,1181242000272,1,345200,"AQUISIÇÃO DE SISTEMA DE ARMAZENAMENTO DE DADOS (STORAGE) PARA O DATA CENTER DA SECRETARIA DE ESTADO DA EDUCAÇÃO, POR MEIO DE ATA DE REGISTRO DE PREÇOS PE 36/2019 DO TRT-18",345200,345200,2020-09-17
SEDUC,77312,NAO INFORMADO,0,1,0,1º TERMO ADITIVO AO CONTRATO Nº 109/2019. PARTES: SEDUC / TOP COMÉRCIO E SERVIÇOS EMPRESARIAIS EIRELI.,0,0,2020-09-18
SEDUC,77312,TOP COMÉRCIO E SERVIÇOS EMPRESARIAIS LTDA - ME,7525311000113,1,"478996,2",1º TERMO ADITIVO AO CONTRATO Nº 109/2019. PARTES: SEDUC / TOP COMÉRCIO E SERVIÇOS EMPRESARIAIS EIRELI.,"478996,2","478996,2",2020-09-18
SEDUC,77322,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DO  COLÉGIO ESTADUAL DE ÁGUAS LINDAS&#8203;, NO MUNICÍPIO DE ÁGUAS LINDAS&#8203; DE GOIÁS - GO",0,0,2020-09-21
SEDUC,77324,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DO COLÉGIO ESTADUAL CÉU AZUL, NO MUNICÍPIO DE VALPARAÍSO DE GOIÁS-GO.",0,0,2020-09-21
SEDUC,77329,-,41332296149,1,"183960,96",2º TERMO ADITIVO AO CONTRATO Nº 251/2017. PARTES: SEDUC / KARLA ROSA CARNEIRO.,"183960,96","183960,96",2020-09-21
SEDUC,77341,PATAMAR PRESTACAO DE SERVICOS E LOCACAO - EIRELI,37181064000146,1,"319165,6","CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE REFORMA DO COLÉGIO ESTADUAL DOM BOSCO, NO MUNICÍPIO DE SÃO MIGUEL DO ARAGUAIA-GO.","319165,6","319165,6",2020-09-22
SEDUC,77343,GP SETE EIRELI ME,9442116000155,1,"292332,47","CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA IMPLANTAÇÃO DE SANITÁRIOS E REFORMA GERAL DO COLÉGIO ESTADUAL DESEMBARGADOR HAMILTON DE BARROS VELASCO, NO MUNICÍPIO DE PALMINÓPOLIS-GO.","292332,47","292332,47",2020-09-22
SEDUC,77374,-,79103000199,1,"365092,92",6º TERMO ADITIVO AO CONTRATO Nº 087/2012. PARTES: SEDUC / LAR DA CRIANÇA MARCONDES DIAS.,"365092,92","365092,92",2020-09-24
SEEL,74572,-,23170931000133,1,2065000,"ADESÃO À ATA DE REGISTRO DE PREÇOS DO PREGÃO ELETRÔNICO SRP N.º 13/2018 - INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO - CAMPUS CERES, CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA MANUTENÇÃO PREVENTIVA E CORRETIVA DAS EDIFICAÇÕES PERTENCENTES À SEEL, COM FORNECIMENTO DE PEÇAS, EQUIPAMENTOS, MATERIAIS E MÃO-DE-OBRA, CONF.PLANILHAS DE SERVIÇOS E INSUMOS DIVERSOS DESCRITOS NO SISTEMA NACIONAL DE PESQUISA DE CUSTOS E ÍNDICES DA CONSTRUÇÃO CIVIL -SINAPI, CONFORME RD N° 1/2020 - SGI.",2065000,2065000,2020-02-04
SEEL,74742,ACHEI AUTOMÓVEIS LTDA - ME,7194751000135,1,"38293,07","PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE 03 VEÍCULOS AUTOMOTORES COM MANUTENÇÃO, LIMPEZA, SEGURO E QUILOMETRAGEM LIVRE, PARA ATENDER AS NECESSIDADES DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL, CONFORME REQUISIÇÃO DE DESPESA N° 6/2019 - SGI. -VENCIMENTO DO CONTRATO 03/08/2020.","38293,07","38293,07",2020-02-17
SEEL,74742,NAO INFORMADO,0,1,0,"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE 03 VEÍCULOS AUTOMOTORES COM MANUTENÇÃO, LIMPEZA, SEGURO E QUILOMETRAGEM LIVRE, PARA ATENDER AS NECESSIDADES DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL, CONFORME REQUISIÇÃO DE DESPESA N° 6/2019 - SGI. -VENCIMENTO DO CONTRATO 03/08/2020.",0,0,2020-02-17
SEEL,74788,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE REVITALIZAÇÃO E MANUTENÇÃO PERIÓDICA, PREVENTIVA E CORRETIVA EM GRAMADOS DE CAMPOS ESPORTIVOS PROFISSIONAIS, SITUADOS NOS ESTÁDIOS SERRA DOURADA E OLÍMPICO PEDRO LUDOVICO TEIXEIRA, COM APLICAÇÃO DE FERTILIZANTES, CONTROLE DE ERVAS DANINHAS, COMBATE ÀS PRAGAS, DOENÇAS E AERAÇÃO, COM FORNECIMENTO DE EQUIPAMENTOS, INSUMOS, PESSOAL QUALIFICADO, MATERIAIS E EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL NECESSÁRIOS A EXECUÇÃO DOS SERVIÇOS CONFORME LEGISLAÇÃO E ESPECIFICAÇÕES.",0,0,2020-02-18
SEEL,74788,QUATROR CF LTDA,3513480000182,1,"324268,2","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE REVITALIZAÇÃO E MANUTENÇÃO PERIÓDICA, PREVENTIVA E CORRETIVA EM GRAMADOS DE CAMPOS ESPORTIVOS PROFISSIONAIS, SITUADOS NOS ESTÁDIOS SERRA DOURADA E OLÍMPICO PEDRO LUDOVICO TEIXEIRA, COM APLICAÇÃO DE FERTILIZANTES, CONTROLE DE ERVAS DANINHAS, COMBATE ÀS PRAGAS, DOENÇAS E AERAÇÃO, COM FORNECIMENTO DE EQUIPAMENTOS, INSUMOS, PESSOAL QUALIFICADO, MATERIAIS E EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL NECESSÁRIOS A EXECUÇÃO DOS SERVIÇOS CONFORME LEGISLAÇÃO E ESPECIFICAÇÕES.","324268,2","324268,2",2020-02-18
SEEL,74871,CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA,61600839000902,37,3774,"CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇO ESPECIALIZADO DE AGENTE DE INTEGRAÇÃO, NA CONCESSÃO DE ESTÁGIO DE ESTUDANTES DE NÍVEL SUPERIOR, NO ÂMBITO DA ADMINISTRAÇÃO DIRETA, AUTÁRQUICA E FUNDACIONAL DO PODER EXECUTIVO ESTADUAL.","8,5",3774,2020-02-26
SEEL,74978,NAO INFORMADO,0,5,0,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BOMBAS D’ÁGUA COM MÃO DE OBRA.,0,0,2020-03-02
SEEL,74978,PH DAMAS COMERCIO E PRESTAÇÃO DE SERVIÇO EIRELI ME,26079645000155,1,2080,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BOMBAS D’ÁGUA COM MÃO DE OBRA.,2080,2080,2020-03-02
SEEL,74978,PH DAMAS COMERCIO E PRESTAÇÃO DE SERVIÇO EIRELI ME,26079645000155,1,3000,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BOMBAS D’ÁGUA COM MÃO DE OBRA.,3000,3000,2020-03-02
SEEL,74978,PH DAMAS COMERCIO E PRESTAÇÃO DE SERVIÇO EIRELI ME,26079645000155,1,8380,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BOMBAS D’ÁGUA COM MÃO DE OBRA.,8380,8380,2020-03-02
SEEL,74978,WFC-GOIAS SERVIÇOS E PRESTAÇÕES EIRELI-ME,28352922000187,1,"407,8",CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BOMBAS D’ÁGUA COM MÃO DE OBRA.,"407,8","407,8",2020-03-02
SEEL,74978,WFC-GOIAS SERVIÇOS E PRESTAÇÕES EIRELI-ME,28352922000187,1,12620,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BOMBAS D’ÁGUA COM MÃO DE OBRA.,12620,12620,2020-03-02
SEEL,75000,FERRAGENS J. TEODORO LTDA,3018800000128,2000,500,OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A AQUISIÇÃO DE FERRAMENTAS E MÁQUINAS PARA ATENDEREM AS DEMANDAS DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL.,"0,25",500,2020-03-03
SEEL,75000,FERRAGENS J. TEODORO LTDA,3018800000128,825,396,OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A AQUISIÇÃO DE FERRAMENTAS E MÁQUINAS PARA ATENDEREM AS DEMANDAS DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL.,"0,48",396,2020-03-03
SEEL,75000,FERRAGENS J. TEODORO LTDA,3018800000128,500,285,OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A AQUISIÇÃO DE FERRAMENTAS E MÁQUINAS PARA ATENDEREM AS DEMANDAS DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL.,"0,57",285,2020-03-03
SEEL,75000,FERRAGENS J. TEODORO LTDA,3018800000128,484,484,OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A AQUISIÇÃO DE FERRAMENTAS E MÁQUINAS PARA ATENDEREM AS DEMANDAS DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL.,1,484,2020-03-03
SEEL,75000,FERRAGENS J. TEODORO LTDA,3018800000128,360,504,OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A AQUISIÇÃO DE FERRAMENTAS E MÁQUINAS PARA ATENDEREM AS DEMANDAS DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL.,"1,4",504,2020-03-03
SEEL,75000,FERRAGENS J. TEODORO LTDA,3018800000128,50,"97,5",OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A AQUISIÇÃO DE FERRAMENTAS E MÁQUINAS PARA ATENDEREM AS DEMANDAS DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL.,"1,95","97,5",2020-03-03
SEEL,75000,FERRAGENS J. TEODORO LTDA,3018800000128,30,96,OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A AQUISIÇÃO DE FERRAMENTAS E MÁQUINAS PARA ATENDEREM AS DEMANDAS DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL.,"3,2",96,2020-03-03
SEEL,75000,FERRAGENS J. TEODORO LTDA,3018800000128,140,"470,4",OBJETO A SELEÇÃO DA PROPOSTA MAIS VANTAJOSA PARA A AQUISIÇÃO DE FERRAMENTAS E MÁQUINAS PARA ATENDEREM AS DEMANDAS DA SECRETARIA DE ESTADO DE ESPORTE E LAZER - SEEL.,"3,36","470,4",2020-03-03
